paper_no,Name,URL,Author1,Author2,Author3,Author4,Author5,Author6,Author7,Author8,Author9,Author10,Author11,Author12,Author13,Author14,Author15,Author16,Author17,Author18,Author19,Author20
522,Functional Genetic Polymorphisms in the CYP19 Gene Decrease the Risk of Prostate Cancer and Alter the Response to Androgen Deprivation Therapy,http://www.siucongress.org/eipdf/siu2012Abstract00852.pdf,Sohei Kanda,Norihiko Tsuchiya,Shintaro Narita,Takamitsu Inoue,Yohei Horikawa,Kazuyuki Numakura,Takashi Obara,Shigeru Satoh,Tomonori Habuchi,,,,,,,,,,,
524,Risk Factors for Sorafenib-Induced Erythema Multiforme in Japanese Patients with Advanced Renal Cell Carcinoma,http://www.siucongress.org/eipdf/siu2012Abstract00854.pdf,Norihiko Tsuchiya,Shintaro Narita,Takamitsu Inoue,Kazuyuki Numakura,Yohei Horikawa,Shigeru Satoh,Naohito Fujishima,Shingo Hatakeyama,Chikara Ohyama,Tomonori Habuchi,,,,,,,,,,
525,Impact of Lower Urinary Tract Symptoms on Prostate Cancer Risk Among T1c Biopsy-Referred Japanese Men with Prostate Specific Antigen <10 Ng/Ml,http://www.siucongress.org/eipdf/siu2012Abstract00855.pdf,Masaya Ito,Hitoshi Masuda,Satoru Kawakami,Yasuhisa Fujii,Fumitaka Koga,Kazutaka Saito,Shinya Yamamoto,Junji Yonese,Iwao Fukui,Kazunori Kihara,,,,,,,,,,
527,"Long-Term Durability, Functional Outcomes and Complications among Patients with Artificial Urinary Sphincter AMS 800",http://www.siucongress.org/eipdf/siu2012Abstract00857.pdf,Georgios Tompros,Ioannis Salmas,Eustratios Kapetanellis,Achillefs Drogosis,Vasilios Spapis,Georgios Papathanasiou,Gerasimos Kollaitis,Emmanouel Tsagatakis,Dimitrios Karanastasis,,,,,,,,,,,
529,"Medium Term Results of Female Pelvic Floor Reconstruction with Synthetic Meshes: A Clinical Comparison of the Efficacy, the Operating Time and Complications - Our 6-Year Experience",http://www.siucongress.org/eipdf/siu2012Abstract00859.pdf,Ioannis Salmas,Gerasimos Kollaitis,Eustratios Kapetanellis,Vasilios Spapis,Achillefs Drogosis,Georgios Papathanasiou,Georgios Tompros,Emmanouel Tsagatakis,Dimitrios Karanastasis,,,,,,,,,,,
530,"Long-Term Testosterone Replacement Therapy Improves Erectile Function, Urinary Function and Quality of Life in Middle-Aged to Elderly Hypogonadal Patients",http://www.siucongress.org/eipdf/siu2012Abstract00860.pdf,Ahmad Haider,Farid Saad,,,,,,,,,,,,,,,,,,
533,Primary Sensory Neurons Innervating the Urinary Bladder Express T-Type Calcium Channel Modulating the Function of the Bladder Contractions in Cystitis,http://www.siucongress.org/eipdf/siu2012Abstract00863.pdf,Yasuhiro Shibata,Takashi Hamakawa,Makoto Imura,Yasue Kubota,Yoshiyuki Kojima,Shoichi Sasaki,Kenjiro Kohri,,,,,,,,,,,,,
534,Urinary Stem Cell Factor as a Novel Diagnostic and Therapeutic Biomarker for Overactive Bladder,http://www.siucongress.org/eipdf/siu2012Abstract00864.pdf,Yasuhiro Shibata,Yasue Kubota,Takashi Hamakawa,Makoto Imura,Yoshiyuki Kojima,Shoichi Sasaki,Kenjiro Kohri,,,,,,,,,,,,,
535,Ureteroscopic and Extirpative Treatment of Upper Urinary Tract Urothelial Carcinoma: 15 Year Comprehensive Review of 160 Consecutive Patients,http://www.siucongress.org/eipdf/siu2012Abstract00865.pdf,Andrew I. Fishman,Bobby Alexander,Jacob Cohen,Michael Grasso,,,,,,,,,,,,,,,,
536,Comparison of Laparoscopic Suturing and Knot-tying Time of Different Acute Angles between Straight Instruments Used during Laparoendoscopic Single Site Surgeries,http://www.siucongress.org/eipdf/siu2012Abstract00868.pdf,Ernesto I I I Arada,Luis Florencio,Michael Macalalag,Frederick Mendiola,Jun Dy,Ceasar Ballesteros,Ma. Zsarin Tuason,,,,,,,,,,,,,
543,Laparoscopic Suturing and Knot-tying Practice Exercises Using a Do-It-Yourself Angle Trainer before Performing Laparoendoscopic Single Site Surgeries,http://www.siucongress.org/eipdf/siu2012Abstract00875.pdf,Ernesto I I I Arada,,,,,,,,,,,,,,,,,,,
545,"Male Sling Adjustment: Can the Retrograde Leak Point Pressure Help to Reduce Postoperative Urethral Lesions?
",http://www.siucongress.org/eipdf/siu2012Abstract00877.pdf,Michael Rutkowski,Erik Huber,Wilhelm Alexander Hübner,,,,,,,,,,,,,,,,,
548,Role of Tamsulosin as Medical Expulsive Therapy for Proximal Ureteral Calculi: A Randomized Controlled Study,http://www.siucongress.org/eipdf/siu2012Abstract00880.pdf,Bannakij Lojanapiwat,,,,,,,,,,,,,,,,,,,
550,Gene SHB is Underexpressed in Human Prostate Cancer Tissue and Its Expression is Decreased in Locally Advanced Tumours,http://www.siucongress.org/eipdf/siu2012Abstract00882.pdf,Marek Schmidt,Jaroslav Mares,Ladislav Jarolim,Stepan Vesely,Marek Babjuk,,,,,,,,,,,,,,,
551,Laparoscopic Anatrophic Nephrolithotomy for Complex Staghorn Calculi with Early Unclamping and Controlled Hypotension: An Attempt to Preserve Renal Function,http://www.siucongress.org/eipdf/siu2012Abstract00883.pdf,Rene Sotelo,Oswaldo Carmona,Robert De Andrade,Camilo Giedelman,Rafael Clavijo,Octavio Almanzor,Roberto Garza,Roy Lopez,Eduardo Banda,,,,,,,,,,,
552,PCA3 Test as an Adjunct in Diagnosis of Prostate Cancer,http://www.siucongress.org/eipdf/siu2012Abstract00884.pdf,Vladimir Yutkin,Ali Al-Zahrani,Andrew Williams,Guy Hidas,Carlos Martines,Jonathan Izawa,Dov Pode,Joseph Chin,,,,,,,,,,,,
553,A New Method for Simultaneous Processing and Analysis of Prostate Core Biopsies,http://www.siucongress.org/eipdf/siu2012Abstract00885.pdf,Catalin Farcas,Marius Dumitrescu,Bogdan Amuzescu,Viorel Jinga,George Daniel Radavoi,Dan Mischianu,Bogdan Geavlete,Amelia Petrescu,Sorin Musat,,,,,,,,,,,
554,Quality of Life in Women with Pelvic Organ Prolapses in Symptomatic and Asymptomatic Population,http://www.siucongress.org/eipdf/siu2012Abstract00886.pdf,Jan Svihra,Viera Svihrova,Alex Digesu,Henrieta Hudeckova,Jan Kliment,Steven Swift,Vikram Khullar,,,,,,,,,,,,,
557,Trend of Prostate Biopsy for Prostate Cancer in Chinese Men from 2003 to 2011,http://www.siucongress.org/eipdf/siu2012Abstract00889.pdf,Rong Na,Haowen Jiang,Seong-Tae Kim,Yishuo Wu,Shijun Tong,Limin Zhang,Jianfeng Xu,Qiang Ding,,,,,,,,,,,,
558,Pan-anterior Urethral Stricture Repaired by Dorsal Onlay Graft Urethroplasty Using Oral Mucosa,http://www.siucongress.org/eipdf/siu2012Abstract00890.pdf,Akio Horiguchi,Ryuichi Azuma,Taiki Kanbara,Yujiro Tsujita,Takahiko Yoshii,Kazutoyo Miyata,Masamichi Hayakawa,Tomohiko Asano,,,,,,,,,,,,
561,Impact of Metacognition in Urological Surgeons on the Process of Gaining Proficiency in Robot-Assisted Surgery Evaluated Using a Mimic dV-Trainer,http://www.siucongress.org/eipdf/siu2012Abstract00893.pdf,Jun Teishima,Minoru Hattori,Shogo Inoue,Kenichiro Ikeda,Keisuke Hieda,Koichi Shoji,Katsutoshi Miyamoto,Kanao Kobayashi,Mitsuru Kajiwara,Akio Matsubara,,,,,,,,,,
562,Docosahexaenoic Acid Inhibits Cell Growth of Renal Cell Carcinoma,http://www.siucongress.org/eipdf/siu2012Abstract00894.pdf,Tatsuya Takayama,Nobuhiro Zaima,Naohisa Takaoka,Miki Miyazaki,Cheng Tan,Takayuki Sugiyama,Hiroshi Furuse,Soichi Mugiya,Mitsutoshi Setou,Seiichiro Ozono,,,,,,,,,,
563,EMT Related microRNA-200 Family as the Tumor Suppressive microRNA in Renal Cell Carcinoma,http://www.siucongress.org/eipdf/siu2012Abstract00895.pdf,Hirofumi Yoshino,Hideki Enokida,Takeshi Yamasaki,Hideo Hidaka,Naohiko Seki,Masayuki Nakagawa,,,,,,,,,,,,,,
567,"Predictors of Histological Subtype of Benign Lesions at Lapraroscopic Partial Nephrectomy: Japanese Multi-Institutional Study Including 1,375 Patients",http://www.siucongress.org/eipdf/siu2012Abstract00899.pdf,Hideo Saito,Tadashi Matsuda,Kazunari Tanabe,Akihiro Kawauchi,Toshiro Terachi,Ken Nakagawa,Masatsugu Iwamura,Masanobu Shigeta,Seiji Naito,Yoichi Arai,,,,,,,,,,
568,Retubularizing the Augmentation Ileocystoplasty Pouch to Form an Ileal Conduit Urinary Diversion,http://www.siucongress.org/eipdf/siu2012Abstract00900.pdf,Peter Massaro,Jerzy Gajewski,Greg Bailly,,,,,,,,,,,,,,,,,
569,Lymph Node Dissection in Laparoscopic Radical Cystectomy,http://www.siucongress.org/eipdf/siu2012Abstract00901.pdf,Jun Miki,Shunsuke Tsuzuki,Jun Moritake,Gen Ishii,Takahiro Kimura,Shin Egawa,,,,,,,,,,,,,,
570,Non-voiding Contractions Induced by Bladder Outlet Obstruction: Effects of C-fiber's Desensitization and an Alpha 1-adrenoceptor Blocker Naftopidil,http://www.siucongress.org/eipdf/siu2012Abstract00902.pdf,Hironobu Akino,Keiko Nagase,Nozomu Watanabe,Kazuya Tanase,Nobuyuki Oyama,Yoshiji Miwa,Osamu Yokoyama,,,,,,,,,,,,,
573,Changes of Pelvic Floor Anatomy before and after Obtaining Continence in Post-Radical Prostatectomy,http://www.siucongress.org/eipdf/siu2012Abstract00905.pdf,Dongwan Sohn,Jung Hwan Son,Jae Sik Kim,Ho Kyung Seo,Jinsoo Chung,Jae Young Joung,Kang Hyun Lee,,,,,,,,,,,,,
576,Gemcitabine and Docetaxel Chemotherapy is a Favorable Treatment as a Second-Line Chemotherapy for Metastatic Urothelial Carcinoma After Failure of a Platinum-Based Regimen,http://www.siucongress.org/eipdf/siu2012Abstract00908.pdf,Taku Naiki,Noriyasu Kawai,Takehiko Okamura,Ryosuke Ando,Yosuke Ikegami,Toshiki Etani,Keiichi Tozawa,Kenjiro Kohri,,,,,,,,,,,,
579,Exploration of Stage and Grade-Related Biomarkers of Prostate Cancer by Novel Proteomic Approach Using Laser-Microdissected Formalin-Fixed and Paraffin-Embedded Tissues,http://www.siucongress.org/eipdf/siu2012Abstract00911.pdf,Takahiro Kimura,Toshihiro Yamamoto,Makoto Kihara,Yuko Kamata,Naoki Tanaka,Makiko Otsuji,Yasuhiko Bando,Bungo Furusato,Toshihide Nishimura,Shin Egawa,,,,,,,,,,
581,Does Carbonic Anhydrase IX Expression Affect Prognosis and Survival in Renal Cell Carcinoma?,http://www.siucongress.org/eipdf/siu2012Abstract00913.pdf,Byung Hoon Kim,Ji young Ha,Mi Sun Choi,Hye Ra Jung,Choal Hee Park,Chun Il Kim,,,,,,,,,,,,,,
582,"The Effectiveness of Bacillus Calmette-Guerin (BCG) Maintenance Treatment in Intermediate and High Risk Non-Muscle-Invasive Bladder Cancer (NMIBC)
",http://www.siucongress.org/eipdf/siu2012Abstract00914.pdf,Byung Hoon Kim,Ji young Ha,Choal Hee Park,Chun Il Kim,,,,,,,,,,,,,,,,
583,Bimodal Pattern of the Impact of Body Mass Index on Cancer-Specific Survival of Upper Urinary Tract Urothelial Carcinoma Patients: Multi-Center Study in a 1014-Case Tokyo Metropolitan Database of Urol,http://www.siucongress.org/eipdf/siu2012Abstract00915.pdf,Ishioka Junichiro,Masuda Hitoshi,Saito Kazutaka,Yonese Junji,Noro Akira,Tsujii Toshihiko,Morimoto Shinji,Higashi Yotsuo,Fukui Iwao,Kihara Kazunori,,,,,,,,,,
587,Factors Affecting Enforcement of Transfusion in BPH Patients with TURP,http://www.siucongress.org/eipdf/siu2012Abstract00919.pdf,Ji Hyeong Yu,Luck Hee Sung,Jae Yong Chung,Choong Hee Noh,,,,,,,,,,,,,,,,
588,"Semiquantitative Analysis of Beta-Adrenoceptor Subtypes Expression Among Urothelium, Interstitial Cells and Detrusor Muscles in the Human Urinary Bladder",http://www.siucongress.org/eipdf/siu2012Abstract00920.pdf,Atsushi Otsuka,Hideya Kawasaki,Rikiya Matsumoto,Hitoshi Shinbo,Yutaka Kurita,Toshihide Iwashita,Seiichiro Ozono,,,,,,,,,,,,,
589,Impact of HMG-CoA Reductase Inhibitor (Statin) Use on Serum PSA and Prostate Volume in BPH Patients,http://www.siucongress.org/eipdf/siu2012Abstract00921.pdf,Young Sam Cho,Kwan Joong Joo,Heung Jae Park,Chil Hun Kwon,,,,,,,,,,,,,,,,
590,PCA3 Surpasses Best Clinical Judgment in Selecting Men Requiring a Repeat Prostate Biopsy: Application of a RAND Decision Model to the REDUCE Trial Placebo Cohort,http://www.siucongress.org/eipdf/siu2012Abstract00922.pdf,Alessandro Volpe,Bertrand Tombal,Gerald L Andriole,Louis Smets,Herman Stoevelaar,,,,,,,,,,,,,,,
593,PCA3 Molecular Urine Assay Pivotal U.S. Clinical Study Confirms Utility for Predicting Repeat Biopsy Outcome,http://www.siucongress.org/eipdf/siu2012Abstract00925.pdf,Jack Groskopf,John Ward,Bernard Hertzman,James Bailen,Nicholas Franco,Thomas Williams,Isaac Koziol,Jonathan Henderson,Mohamed Bidair,Marc Gittelman,,,,,,,,,,
594,Analysis of Stage and Prognostic Grouping for Prostate Cancer in TNM Classification Seventh Edition: Results from the J-Cap Database,http://www.siucongress.org/eipdf/siu2012Abstract00926.pdf,Tomokazu Kimura,Mizuki Onozawa,Jun Miyazaki,Hiroyuki Nishiyama,Shiro Hinotsu,Hideyuki Akaza,,,,,,,,,,,,,,
602,Nerve-Sparing Procedure Impacts on Early Recovery of Postoperative Urinary Continence in Patients Treated with Total Urinary Reconstruction Technique in Robot-Assisted Radical Prostatectomy,http://www.siucongress.org/eipdf/siu2012Abstract00937.pdf,Ryoichi Shiroki,Takahiro Maruyama,Mamoru Kusaka,Kiyotaka Hoshinaga,,,,,,,,,,,,,,,,
603,"Histological Change of Potential Carcinogen 4, 4'-Methylenebis (2-Chloroaniline) in Experimental Rat",http://www.siucongress.org/eipdf/siu2012Abstract00938.pdf,Hong-I Chen,Tzong-Cherng Chi,Shun-Yao Ko,Yi-Chiang Hsu,Ching-Hua Yeh,I-Hsuan Lin,,,,,,,,,,,,,,
604,Understanding and Improving the Utilization of Immediate Intravesical Chemotherapy for Bladder Cancer in the United States,http://www.siucongress.org/eipdf/siu2012Abstract00939.pdf,Frank Burks,Alice Liu,Ronald Suh,Timothy Schuster,Timothy Bradford,Don Moylan,Peter Knapp,Daniel Murtagh,James Montie,David Miller,,,,,,,,,,
606,Radical Prostatectomy for Clinical T3 Prostate Cancer: Changing Trends During a 24-Year Period,http://www.siucongress.org/eipdf/siu2012Abstract00941.pdf,Chao-Yu Hsu,Paolo Gontero,Martin Spahn,Hein Van Poppel,Steven Joniau,,,,,,,,,,,,,,,
608,"Initial Experience of Laparoscopic Nephrectomy at the Armed Forces Hospital: Southern Region, KSA",http://www.siucongress.org/eipdf/siu2012Abstract00943.pdf,Abdulrahman Al-Aown,,,,,,,,,,,,,,,,,,,
610,Outcomes and Predictors of Organ-Confined Prostate Cancer Treated with Radiation Therapy,http://www.siucongress.org/eipdf/siu2012Abstract00945.pdf,Wempy Supit,Chaidir Mochtar,Rachmat Santoso,Rainy Umbas,,,,,,,,,,,,,,,,
611,"Non-Invasive Removal of Ureteric Stents After Renal Transplantation versus Conventional Technique
",http://www.siucongress.org/eipdf/siu2012Abstract00946.pdf,Ali Taghizadeh Afshari,Saman Farshid,Mohamad Reza Fallah,Mansur Alizadeh,,,,,,,,,,,,,,,,
612,Bilateral Microsurgical Varicocelectomy (BMV) and Assisted Reproductive Technologies (ART) in Infertile Men with Bilateral Varicocele,http://www.siucongress.org/eipdf/siu2012Abstract00947.pdf,Shalva Chovelidze,David Kochiashvili,George Burkadze,Alexandre Khuskivadze,Vladimir Papava,,,,,,,,,,,,,,,
613,Transvesical Benign Prostatectomy (TVBP) and Transurethral Resection of the Prostate (TURP): A Comparative Clinical Study,http://www.siucongress.org/eipdf/siu2012Abstract00948.pdf,Alexandre Khuskivadze,David Kochiashvili,Shalva Chovelidze,Georgi Kochiashvili,Givi Koberidze,Vladimir Papava,,,,,,,,,,,,,,
614,The Role of Paraaortic and Paracaval Lymphadenectomy in Tumor Nephrectomy,http://www.siucongress.org/eipdf/siu2012Abstract00949.pdf,Alexandre Khuskivadze,David Kochiashvili,Shalva Chovelidze,Georgi Kochiashvili,Givi Koberidze,,,,,,,,,,,,,,,
615,The Methodology for Conducting Androgen-Replacement Therapy in Patients with PADAM,http://www.siucongress.org/eipdf/siu2012Abstract00950.pdf,Alexander Pechersky,,,,,,,,,,,,,,,,,,,
616,The Aspects of Development of Prostate Cancer,http://www.siucongress.org/eipdf/siu2012Abstract00951.pdf,Alexander Pechersky,,,,,,,,,,,,,,,,,,,
618,Is There a Correlation Between Development and Validated Form of Premature Ejaculation and the Time of Ejaculation?,http://www.siucongress.org/eipdf/siu2012Abstract00953.pdf,Furkan Dursun,Ercan Malkoc,Sami Uguz,Sezgin Okcelik,Ferhat Ates,Kenan Karademir,,,,,,,,,,,,,,
620,Varicocele and Prolidase Enzyme Activity,http://www.siucongress.org/eipdf/siu2012Abstract00955.pdf,Furkan Dursun,Ercan Malkoc,Sami Uguz,Hasan Kocoglu,Ferhat Ates,Omer Ozcan,,,,,,,,,,,,,,
621,Does Circumcision Affect the Ejaculation Time?,http://www.siucongress.org/eipdf/siu2012Abstract00956.pdf,Ercan Malkoc,Furkan Dursun,Sami Uguz,Ferhat Ates,Sezgin Okcelik,A. Kenan Karademir,,,,,,,,,,,,,,
622,The Relationship Between Semen Malondialdehyde (MDA) Levels and Semen Parameters in Adults with Grade 3 Varicocele,http://www.siucongress.org/eipdf/siu2012Abstract00957.pdf,Furkan Dursun,Ercan Malkoc,Ferhat Ates,Ahmet Tunckiran,Sami Uguz,Hasan Kocoglu,Omer Ozcan,,,,,,,,,,,,,
624,Clinical Outcomes in Management of Calculus Anuria Using Ureteroscopy,http://www.siucongress.org/eipdf/siu2012Abstract00959.pdf,Slavisa Savic,Vinka Vukotic,Miodrag Lazic,Natasa Savic,,,,,,,,,,,,,,,,
627,N-Glycan Expression Analysis of Formalin-Fixed Paraffin-Embedded Tissues of Surgical Specimens Obtained from Patients with Renal Cell Carcinoma,http://www.siucongress.org/eipdf/siu2012Abstract00962.pdf,Yoshio Ohno,Maho Amano,Yoshiaki Miura,Shinichiro Nishimura,Masaaki Tachibana,,,,,,,,,,,,,,,
628,Clinical Significance of Follow-up on Neutrophil-to-Lymphocyte Ratio in Patients with Renal Cell Carcinoma,http://www.siucongress.org/eipdf/siu2012Abstract00963.pdf,Yoshio Ohno,Jun Nakashima,Makoto Ohori,Tatsuo Gondo,Takeshi Hashimoto,Masaaki Tachibana,,,,,,,,,,,,,,
629,Fer Tyrosine Kinase Regulates Prostate Cancer Cell Motility Through alpha-Dystroglycan Glycosylation,http://www.siucongress.org/eipdf/siu2012Abstract00964.pdf,Tohru Yoneyama,Yuki Tobisawa,Hayato Yamamoto,Shingo Hatakeyama,Kazuyuki Mori,Kengo Imanishi,Noriko Tokui,Teppei Okamoto,Naoki Sugiyama,Yuichiro Suzuki,Fumihiro Ishimura,Shigemasa Kudo,Takahiro Yoneyama,Takuya Koie,Noritaka Kamimura,Chikara Ohyama,Minoru Fukuda,,,
630,Multivariate Analysis of Outcomes in 534 Urethroplasties,http://www.siucongress.org/eipdf/siu2012Abstract00965.pdf,Adam Kinnaird,Max Levine,Brandon Nadeau,Jeff Zorn,Keith Rourke,,,,,,,,,,,,,,,
631,Comparison Between Intravesical and Oral Administration of 5-Aminolevulinic Acid in the Clinical Benefit of Photodynamic Diagnosis for Nonmuscle Invasive Bladder Cancer,http://www.siucongress.org/eipdf/siu2012Abstract00966.pdf,Keiji Inoue,Hideo Fukuhara,Tsutomu Shimamoto,Masayuki Kamada,Atsushi Kurabayashi,Mutsuo Furihata,Masanobu Tanimura,Hironobu Watanabe,Taro Shuin,,,,,,,,,,,
632,Laparoscopic Radical Nephrectomy Under Near Real-Time Three- Dimensional Surgical Navigation with C-Arm Cone Beam Computed Tomography,http://www.siucongress.org/eipdf/siu2012Abstract00967.pdf,Nozaki Tetsuo,Iida Hiroaki,Morii Akihiro,Watanabe Akihiko,Fujiuchi Yasuyoshi,Komiya Akira,Fuse Hideki,,,,,,,,,,,,,
633,Human Chorionic Gonadotropin-Based Hormonal Therapy in Men after Failed Microdissection Testicular Sperm Extraction,http://www.siucongress.org/eipdf/siu2012Abstract00968.pdf,Koji Shiraishi,Hideyasu Matsuyama,,,,,,,,,,,,,,,,,,
637,The Prevalence and Risk Factors of High-Risk Human Papillomavirus Types in Genital Condylomata Acuminata of Korean Male,http://www.siucongress.org/eipdf/siu2012Abstract00972.pdf,Juhyung Seo,Sung Jin Park,Gyung-woo Jung,,,,,,,,,,,,,,,,,
638,Serum X-Linked Inhibitor of Apoptosis Protein (XIAP) Predictive Recurrence of Renal Cell Carcinoma after Surgery,http://www.siucongress.org/eipdf/siu2012Abstract00973.pdf,Fumiya Hongo,Natsuki Takaha,Takashi Ueda,Yasunori Kimura,Terukazu Nakamura,Kazuya Mikami,Tsuneharu Miki,,,,,,,,,,,,,
640,Prognostic Factor of Second Biopsy for Detection of Prostate Cancer,http://www.siucongress.org/eipdf/siu2012Abstract00975.pdf,Nishihara Chikako,Kastuyuki Kuratsukuri,Kazuya Morimoto,Minoru Kato,Yujiro Nitta,Taro Iguchi,Satoshi Tamada,Tomoaki Tanaka,Hidenori Kawashima,Tatsuya Nakatani,,,,,,,,,,
641,Bmi-1 is the Novel Prognostic Biomarker Associated With Epithelial Mesenchymal Transition in Upper Urinary Tract Urothelial Carcinoma,http://www.siucongress.org/eipdf/siu2012Abstract00976.pdf,Masaru Munemori,Hiroaki Matsumoto,Atsushi Nishijima,Yoshihiro Miyachika,Yoshihisa Kawai,Takahiko Hara,Shigeru Sakano,Hideyasu Matsuyama,,,,,,,,,,,,
642,Focal Therapy for Prostate Cancer Using I125 Seed Implantation: Hemiablative Brachytherapy for Patients Selected by Extended Biopsy and MRI Findings,http://www.siucongress.org/eipdf/siu2012Abstract00977.pdf,Kazutaka Saito,Kazunori Kihara,Noboru Numao,Toshiki Kijima,Manabu Tatokoro,Yoh Matsuoka,Fumitaka Koga,Hitoshi Masuda,Keiji Hayashi,Hitoshi Shibuya,,,,,,,,,,
645,"Difference in Adverse Events of mTOR Inhibitors, Everolimus and Temsirolimus, in Metastatic Renal Cell Carcinoma Patients",http://www.siucongress.org/eipdf/siu2012Abstract00980.pdf,Masahiro Nozawa,Nobutaka Shimizu,Yutaka Yamamoto,Takafumi Minami,Taiji Hayashi,Kazuhiro Yoshimura,Tokumi Ishii,Hirotsugu Uemura,,,,,,,,,,,,
646,Peritoneo-Saphenous Vein Shunting for Chylous Ascites after Retroperitoneal Lymph Node Dissection,http://www.siucongress.org/eipdf/siu2012Abstract00981.pdf,Chris Heyns,Danie du Toit,Kenneth du Toit,Marthinus Els,Shaun Smit,Jacques Basson,,,,,,,,,,,,,,
647,Up-Regulation of Plakophilin-2 and Down-Regulation of Plakophilin-3 Are Correlated with Invasiveness in Bladder Cancer,http://www.siucongress.org/eipdf/siu2012Abstract00982.pdf,Kei Daizumoto,Hiroyoshi Nakatsuji,Masayuki Takahashi,Tomoya Fukawa,Masahiko Takemura,Hirohumi Izaki,Tomoharu Fukumori,Hiroomi Kanayama,,,,,,,,,,,,
652,The Role of Renal Tubular Cell Injury in the Early Period of Renal Crystal Formation: Identified from the Cell Injury-Inhibiting Effect of Green Tea,http://www.siucongress.org/eipdf/siu2012Abstract00987.pdf,Hirose Masahito,Shuzo Hamamoto,Yasumichi Naruyama,Katuhiro Fukuda,Atsushi Okada,Hiroki Kubota,Takahiro Yasui,Yasuyuki Yamada,Keiichi Tozawa,Kenjiro Kohri,,,,,,,,,,
654,Impact of Videourodynamics on Children with Febrile Urinary Tract Infection (f-UTI),http://www.siucongress.org/eipdf/siu2012Abstract00989.pdf,Takahiko Mitsui,Kimihiko Moriya,Hiroshi Tanaka,Takeya Kitta,Yukiko Kanno,Katsuya Nonomura,,,,,,,,,,,,,,
